-2.3458;-7.60063;-0.199999;-0.199999;9.67999;6.48001;183;1.9517;1.9517;0.0466548;3.12319;183;1.99951;1.99951;4.77481e-05;0.319922;183;
-4.75243;-7.64466;-0.160001;-0.160001;9.33121;6.77119;183;1.95359;1.95359;0.0430826;3.12617;183;1.99953;1.99953;4.41427e-05;0.319925;341;
8.66997;5.42437;-0.120001;-0.12;8.9888;7.0688;183;1.9554;1.9554;0.0397886;3.12903;183;1.99955;1.99955;4.05609e-05;0.319928;183;
-1.74232;-1.67349;-0.0800002;-0.0799999;8.6528;7.3728;189;1.95713;1.95713;0.0367546;3.13178;187;1.99957;1.99957;3.75302e-05;0.319931;187;
0.0595228;8.09076;-0.0400001;-0.0399983;8.32319;7.68321;183;1.9588;1.9588;0.033955;3.13441;185;1.99958;1.99958;3.4642e-05;0.319933;185;
8.60001;9.13678;-1.6051e-07;7.00792e-08;8;8;341;1.96039;1.9604;0.0313712;3.13695;183;1.9996;1.9996;3.20301e-05;0.319936;183;
-9.90106;6.56698;0.0399983;0.04;7.68321;8.32319;341;1.96194;1.96193;0.0289781;3.13939;181;1.99962;1.99962;2.95877e-05;0.319938;181;
-2.91386;4.03161;0.0800002;0.0799997;7.3728;8.6528;187;1.96342;1.96341;0.0267687;3.14173;185;1.99963;1.99963;2.71726e-05;0.319941;185;
4.29227;8.42685;0.120001;0.120001;7.0688;8.9888;183;1.96484;1.96484;0.0247247;3.14399;185;1.99964;1.99964;2.52979e-05;0.319943;185;
5.82504;7.96227;0.160001;0.160001;6.77119;9.33121;183;1.96621;1.96621;0.0228296;3.14617;185;1.99966;1.99966;2.3104e-05;0.319946;185;
-6.24183;-7.45009;0.2;0.199999;6.48;9.67999;341;1.96754;1.96754;0.0210739;3.14827;183;1.99967;1.99967;2.12723e-05;0.319948;183;
-1.08942;-7.54085;0.24;0.239999;6.1952;10.0352;183;1.96882;1.96882;0.0194491;3.1503;183;1.99969;1.99969;1.96334e-05;0.31995;183;
-2.98937;-3.55747;0.28;0.28;5.9168;10.3968;187;1.97005;1.97005;0.0179394;3.15226;185;1.9997;1.9997;1.81005e-05;0.319952;185;
-2.25389;6.36785;0.32;0.32;5.6448;10.7648;185;1.97124;1.97124;0.0165399;3.15415;185;1.99971;1.99971;1.67397e-05;0.319954;185;
